"","ID","ID_underscore","Year","UnitOfAnalysis","Landscape","Country","Mountain","Name","Metric","Definition","Calculation","ResultValue","Unit","FilterString"
"1","AFG","AFG",1800,"Country","Highland","AFG",NA,"Afghanistan","KBAPA","WCMC","Area",0,"percent","Country_Highland_KBAPA_WCMC_Area"
